Date,mean
2007-10-29 00:00:00,0.602490408
2007-10-30 00:00:00,0.526953798
2007-10-31 00:00:00,9.35367906
2007-11-01 00:00:00,2.167549355
2007-11-02 00:00:00,7.838999718
2007-11-03 00:00:00,4.706968321
2007-11-04 00:00:00,0.354357644
2007-11-05 00:00:00,0
2007-11-06 00:00:00,0.081379097
2007-11-07 00:00:00,0.94873726
2007-11-08 00:00:00,1.091823128
2007-11-09 00:00:00,3.316901876
2007-11-10 00:00:00,2.571598948
2007-11-11 00:00:00,1.249288264
2007-11-12 00:00:00,2.933130827
2007-11-13 00:00:00,1.700162058
2007-11-14 00:00:00,0.635453152
2007-11-15 00:00:00,6.650947616
2007-11-16 00:00:00,1.517953681
2007-11-17 00:00:00,0.576744536
2007-11-18 00:00:00,1.653855338
2007-11-19 00:00:00,2.680516009
2007-11-20 00:00:00,3.563433768
2007-11-21 00:00:00,8.243793757
2007-11-22 00:00:00,1.459068739
2007-11-23 00:00:00,0.404995905
2007-11-24 00:00:00,0.915035156
2007-11-25 00:00:00,0.212636546
2007-11-26 00:00:00,0.42881679
2007-11-27 00:00:00,0.236325172
2007-11-28 00:00:00,2.819750754
2007-11-29 00:00:00,4.013119474
2007-11-30 00:00:00,0.166306964
2007-12-01 00:00:00,0.689911067
2007-12-02 00:00:00,3.65529919
2007-12-03 00:00:00,0.195413657
2007-12-04 00:00:00,0.596896912
2007-12-05 00:00:00,0
2007-12-06 00:00:00,3.798851717
2007-12-07 00:00:00,2.303796928
2007-12-08 00:00:00,1.133072861
2007-12-09 00:00:00,0.479811017
2007-12-10 00:00:00,0.073738745
2007-12-11 00:00:00,0.028089433
2007-12-12 00:00:00,0.57467935
2007-12-13 00:00:00,0.295267243
2007-12-14 00:00:00,0.009209543
2007-12-15 00:00:00,0
2007-12-16 00:00:00,0.090059854
2007-12-17 00:00:00,6.139670137
2007-12-18 00:00:00,4.284860712
2007-12-19 00:00:00,0.018600863
2007-12-20 00:00:00,0.330481616
2007-12-21 00:00:00,0.638363045
2007-12-22 00:00:00,0.205978256
2007-12-23 00:00:00,1.167288644
2007-12-24 00:00:00,0.02818259
2007-12-25 00:00:00,0.018757277
2007-12-26 00:00:00,7.607688138
2007-12-27 00:00:00,0.509782459
2007-12-28 00:00:00,0.131648454
2007-12-29 00:00:00,0.187568376
2007-12-30 00:00:00,13.50178079
2007-12-31 00:00:00,0.965276878
2008-01-01 00:00:00,3.908073265
2008-01-02 00:00:00,0.544158826
2008-01-03 00:00:00,0.329395611
2008-01-04 00:00:00,0.07296589
2008-01-05 00:00:00,2.973459739
2008-01-06 00:00:00,1.532603444
2008-01-07 00:00:00,4.601866951
2008-01-08 00:00:00,1.520217321
2008-01-09 00:00:00,0.504156565
